idSequence,vlMin,vlMax,vlMean,vlStd,vlNonZero,dtInit,dtEnd
30,0.0,80.5,1.5947188808186608,5.157937867112579,70739,2023-01-03 00:30:00,2023-01-03 10:00:00
31,0.0,80.5,1.6012570303933107,5.199818741956995,71860,2023-01-03 01:00:00,2023-01-03 10:30:00
32,0.0,80.5,1.603220209834706,5.218759354414057,73274,2023-01-03 01:30:00,2023-01-03 11:00:00
33,0.0,80.5,1.6608238887080886,5.349120518017243,74554,2023-01-03 02:00:00,2023-01-03 11:30:00
34,0.0,80.5,1.7401101925168923,5.491330476793764,74781,2023-01-03 02:30:00,2023-01-03 12:00:00
35,0.0,80.5,1.8607480134145025,5.690406148342529,74025,2023-01-03 03:00:00,2023-01-03 12:30:00
36,0.0,80.5,2.0147984702540542,5.904120022709568,72905,2023-01-03 03:30:00,2023-01-03 13:00:00
37,0.0,80.5,2.1189463793400427,5.958598343392362,71642,2023-01-03 04:00:00,2023-01-03 13:30:00
38,0.0,80.5,2.170027661994896,5.973185800317895,71957,2023-01-03 04:30:00,2023-01-03 14:00:00
39,0.0,68.40999603271484,2.1455471506169013,5.812151047584217,73646,2023-01-03 05:00:00,2023-01-03 14:30:00
40,0.0,61.13999938964844,2.1123318169281737,5.6597119464886,76027,2023-01-03 05:30:00,2023-01-03 15:00:00
41,0.0,61.13999938964844,2.082025572360999,5.542701472716242,77908,2023-01-03 06:00:00,2023-01-03 15:30:00
42,0.0,61.13999938964844,2.1407910072769485,5.633946046617382,80104,2023-01-03 06:30:00,2023-01-03 16:00:00
43,0.0,61.13999938964844,2.1868713414187693,5.702430516201735,82587,2023-01-03 07:00:00,2023-01-03 16:30:00
44,0.0,63.19999694824219,2.285096044955676,5.736194315738264,83490,2023-01-03 07:30:00,2023-01-03 17:00:00
45,0.0,63.19999694824219,2.4501710885419095,5.954507761810597,84942,2023-01-03 08:00:00,2023-01-03 17:30:00
46,0.0,63.19999694824219,2.5501737463029412,6.092855996028476,87795,2023-01-03 08:30:00,2023-01-03 18:00:00
47,0.0,63.19999694824219,2.565370764760606,6.0789883681136585,91842,2023-01-03 09:00:00,2023-01-03 18:30:00
48,0.0,63.19999694824219,2.558279835601312,6.019993250692602,96123,2023-01-03 09:30:00,2023-01-03 19:00:00
49,0.0,63.19999694824219,2.554333601835677,5.945702107068419,100514,2023-01-03 10:00:00,2023-01-03 19:30:00
50,0.0,63.19999694824219,2.515816592135872,5.854911460280332,104925,2023-01-03 10:30:00,2023-01-03 20:00:00
51,0.0,63.19999694824219,2.446036109334253,5.730295492435915,110894,2023-01-03 11:00:00,2023-01-03 20:30:00
52,0.0,63.19999694824219,2.383695075760832,5.622290657015558,116558,2023-01-03 11:30:00,2023-01-03 21:00:00
53,0.0,63.19999694824219,2.2779062710925198,5.44585300415991,122690,2023-01-03 12:00:00,2023-01-03 21:30:00
54,0.0,63.19999694824219,2.1885056835384433,5.298217694088711,128490,2023-01-03 12:30:00,2023-01-03 22:00:00
55,0.0,63.19999694824219,2.0804511421571497,5.119179909005148,135605,2023-01-03 13:00:00,2023-01-03 22:30:00
56,0.0,63.19999694824219,1.9668394895783479,4.941848369876819,143099,2023-01-03 13:30:00,2023-01-03 23:00:00
57,0.0,22.228796005249023,0.8646898627252462,1.9105962452296417,51845,2023-01-10 00:00:00,2023-01-10 09:30:00
58,0.0,22.228796005249023,0.860790845775929,1.905223581254707,52993,2023-01-10 00:30:00,2023-01-10 10:00:00
59,0.0,29.185997009277344,0.8410612668007109,1.8855942401788912,55469,2023-01-10 01:00:00,2023-01-10 10:30:00
60,0.0,29.185997009277344,0.8133449183691263,1.8378957210439728,58052,2023-01-10 01:30:00,2023-01-10 11:00:00
61,0.0,29.185997009277344,0.8199583172422656,1.8832292837369249,58720,2023-01-10 02:00:00,2023-01-10 11:30:00
62,0.0,29.185997009277344,0.8354307789086242,1.9416853914248913,58474,2023-01-10 02:30:00,2023-01-10 12:00:00
63,0.0,29.185997009277344,0.8457659320930744,1.9697662555614721,57957,2023-01-10 03:00:00,2023-01-10 12:30:00
64,0.0,29.185997009277344,0.8491233526584339,1.9922872873000987,57404,2023-01-10 03:30:00,2023-01-10 13:00:00
65,0.0,29.185997009277344,0.8315839305943755,1.9743713573932766,58135,2023-01-10 04:00:00,2023-01-10 13:30:00
66,0.0,29.185997009277344,0.7928064173386787,1.8787018042239632,60087,2023-01-10 04:30:00,2023-01-10 14:00:00
67,0.0,29.185997009277344,0.7484090241656276,1.772896893534685,62584,2023-01-10 05:00:00,2023-01-10 14:30:00
68,0.0,29.185997009277344,0.7147998125947096,1.6993180960885876,64576,2023-01-10 05:30:00,2023-01-10 15:00:00
69,0.0,29.185997009277344,0.6797021743061814,1.6172956101477856,66915,2023-01-10 06:00:00,2023-01-10 15:30:00
70,0.0,29.185997009277344,0.6646661637351561,1.5818054634500724,69955,2023-01-10 06:30:00,2023-01-10 16:00:00
71,0.0,29.185997009277344,0.6609116870240098,1.582873076377639,72587,2023-01-10 07:00:00,2023-01-10 16:30:00
72,0.0,73.65999603271484,0.7533406175902282,1.9133199819972888,73536,2023-01-10 07:30:00,2023-01-10 17:00:00
73,0.0,73.65999603271484,0.8450073139302042,2.1873669207560833,74678,2023-01-10 08:00:00,2023-01-10 17:30:00
74,0.0,73.65999603271484,0.8543056029374975,2.1548956456206962,79123,2023-01-10 08:30:00,2023-01-10 18:00:00
75,0.0,73.65999603271484,0.8727454703466361,2.153405181889063,83907,2023-01-10 09:00:00,2023-01-10 18:30:00
76,0.0,73.65999603271484,0.921827755294277,2.2336531629059477,88636,2023-01-10 09:30:00,2023-01-10 19:00:00
77,0.0,73.65999603271484,0.9675954700630042,2.298211605251891,93434,2023-01-10 10:00:00,2023-01-10 19:30:00
78,0.0,73.65999603271484,0.9955277120776563,2.331796006159365,98331,2023-01-10 10:30:00,2023-01-10 20:00:00
79,0.0,73.65999603271484,1.0212230498157449,2.3723450445316314,103221,2023-01-10 11:00:00,2023-01-10 20:30:00
80,0.0,73.65999603271484,1.058303844384907,2.4666831198083763,107828,2023-01-10 11:30:00,2023-01-10 21:00:00
81,0.0,73.65999603271484,1.0529219085613581,2.4449027125065235,114351,2023-01-10 12:00:00,2023-01-10 21:30:00
82,0.0,73.65999603271484,1.0422795212562073,2.4109634319539124,120644,2023-01-10 12:30:00,2023-01-10 22:00:00
83,0.0,73.65999603271484,1.051299281327786,2.4116490609404444,124414,2023-01-10 13:00:00,2023-01-10 22:30:00
84,0.0,73.65999603271484,1.0577666006680086,2.407989540495103,128257,2023-01-10 13:30:00,2023-01-10 23:00:00
85,0.0,73.29000091552734,1.6084210449844425,3.8287733182200467,84751,2023-01-12 00:00:00,2023-01-12 09:30:00
86,0.0,73.29000091552734,1.5696701476006807,3.860110702429288,86303,2023-01-12 00:30:00,2023-01-12 10:00:00
87,0.0,73.29000091552734,1.5299465370250098,3.8827949747456345,88517,2023-01-12 01:00:00,2023-01-12 10:30:00
88,0.0,73.29000091552734,1.5185911576812225,3.94901639100557,88371,2023-01-12 01:30:00,2023-01-12 11:00:00
89,0.0,73.29000091552734,1.506350345910852,3.959680433049131,88136,2023-01-12 02:00:00,2023-01-12 11:30:00
90,0.0,73.29000091552734,1.4867730037246776,3.967343828656048,88060,2023-01-12 02:30:00,2023-01-12 12:00:00
91,0.0,73.29000091552734,1.5418110482914023,4.117499315500929,84795,2023-01-12 03:00:00,2023-01-12 12:30:00
92,0.0,73.29000091552734,1.6130796255874968,4.288553612740714,81051,2023-01-12 03:30:00,2023-01-12 13:00:00
93,0.0,73.29000091552734,1.6560379698052552,4.37761874850844,78368,2023-01-12 04:00:00,2023-01-12 13:30:00
94,0.0,73.29000091552734,1.6788487103217116,4.4300439599123775,76541,2023-01-12 04:30:00,2023-01-12 14:00:00
95,0.0,73.29000091552734,1.6642002275659398,4.428105061984596,75606,2023-01-12 05:00:00,2023-01-12 14:30:00
96,0.0,73.29000091552734,1.6364678918376223,4.37752113927804,75689,2023-01-12 05:30:00,2023-01-12 15:00:00
97,0.0,73.29000091552734,1.597445984052451,4.31331169305362,76527,2023-01-12 06:00:00,2023-01-12 15:30:00
98,0.0,73.29000091552734,1.5669189214695365,4.266921952082803,76299,2023-01-12 06:30:00,2023-01-12 16:00:00
99,0.0,73.29000091552734,1.5477847452691171,4.209857148162651,75641,2023-01-12 07:00:00,2023-01-12 16:30:00
100,0.0,73.29000091552734,1.5610993912023263,4.218137300853623,73783,2023-01-12 07:30:00,2023-01-12 17:00:00
101,0.0,73.29000091552734,1.5428524074104553,4.025187156529064,73415,2023-01-12 08:00:00,2023-01-12 17:30:00
102,0.0,72.32356262207031,1.533714802012728,3.8586259024863465,74275,2023-01-12 08:30:00,2023-01-12 18:00:00
103,0.0,71.76252746582031,1.5120131156686714,3.658001151806315,76956,2023-01-12 09:00:00,2023-01-12 18:30:00
104,0.0,70.62152099609375,1.527452574924535,3.4970386971462704,80344,2023-01-12 09:30:00,2023-01-12 19:00:00
105,0.0,70.13136291503906,1.5616996496545967,3.3748877549129603,83574,2023-01-12 10:00:00,2023-01-12 19:30:00
106,0.0,58.71611785888672,1.6038017029059815,3.2777860218758104,87173,2023-01-12 10:30:00,2023-01-12 20:00:00
107,0.0,47.99150085449219,1.6300085454266628,3.180828038370101,91091,2023-01-12 11:00:00,2023-01-12 20:30:00
108,0.0,39.20000076293945,1.6315443068493962,3.085224825204307,95238,2023-01-12 11:30:00,2023-01-12 21:00:00
109,0.0,39.20000076293945,1.6202216088890198,3.04299739026291,100090,2023-01-12 12:00:00,2023-01-12 21:30:00
110,0.0,39.20000076293945,1.6068397758223036,3.0025013733905026,105029,2023-01-12 12:30:00,2023-01-12 22:00:00
111,0.0,39.20000076293945,1.562345046037727,2.8748863693098934,111009,2023-01-12 13:00:00,2023-01-12 22:30:00
112,0.0,39.20000076293945,1.5259106947194758,2.7688373670843185,117020,2023-01-12 13:30:00,2023-01-12 23:00:00
113,0.0,55.81999969482422,2.123114868263538,4.120061783272593,117814,2023-01-13 00:00:00,2023-01-13 09:30:00
114,0.0,55.81999969482422,2.0144740491003983,3.9971502589120327,121694,2023-01-13 00:30:00,2023-01-13 10:00:00
115,0.0,55.81999969482422,1.9468424013107386,3.9259903542593775,123752,2023-01-13 01:00:00,2023-01-13 10:30:00
116,0.0,55.81999969482422,1.9470887918051296,3.9309259034624637,125079,2023-01-13 01:30:00,2023-01-13 11:00:00
117,0.0,55.81999969482422,1.9299846707710027,3.9265481339303996,126267,2023-01-13 02:00:00,2023-01-13 11:30:00
118,0.0,55.81999969482422,1.904338927407359,3.8831795337570036,127337,2023-01-13 02:30:00,2023-01-13 12:00:00
119,0.0,55.81999969482422,1.8704053027435372,3.831965787750437,128506,2023-01-13 03:00:00,2023-01-13 12:30:00
120,0.0,55.81999969482422,1.8715482402200532,3.8302384800361127,127486,2023-01-13 03:30:00,2023-01-13 13:00:00
121,0.0,55.81999969482422,1.8774497422222822,3.842671230302109,126037,2023-01-13 04:00:00,2023-01-13 13:30:00
122,0.0,55.81999969482422,1.8368887675537922,3.8062075346749156,127250,2023-01-13 04:30:00,2023-01-13 14:00:00
123,0.0,55.81999969482422,1.7149867930654368,3.515091736965517,129025,2023-01-13 05:00:00,2023-01-13 14:30:00
124,0.0,55.81999969482422,1.5913120846858908,3.197433216873364,130888,2023-01-13 05:30:00,2023-01-13 15:00:00
125,0.0,55.81999969482422,1.542892272538461,3.043464030639316,131715,2023-01-13 06:00:00,2023-01-13 15:30:00
126,0.0,54.529998779296875,1.5034055345598598,2.901155498182176,133183,2023-01-13 06:30:00,2023-01-13 16:00:00
127,0.0,54.529998779296875,1.465883305466841,2.834693940458555,134589,2023-01-13 07:00:00,2023-01-13 16:30:00
128,0.0,54.529998779296875,1.4852602020883647,2.835216056370316,134781,2023-01-13 07:30:00,2023-01-13 17:00:00
129,0.0,54.529998779296875,1.5181951086116794,2.8445871534759304,135293,2023-01-13 08:00:00,2023-01-13 17:30:00
130,0.0,54.529998779296875,1.5102771790332379,2.7981119321538768,138515,2023-01-13 08:30:00,2023-01-13 18:00:00
131,0.0,40.369998931884766,1.5042312533836968,2.749112755363336,142015,2023-01-13 09:00:00,2023-01-13 18:30:00
132,0.0,40.369998931884766,1.5051778500120203,2.743686171239306,146260,2023-01-13 09:30:00,2023-01-13 19:00:00
133,0.0,40.369998931884766,1.5133824816335704,2.7569007658692275,150636,2023-01-13 10:00:00,2023-01-13 19:30:00
134,0.0,41.89540481567383,1.53855055530066,2.8262854323820052,155091,2023-01-13 10:30:00,2023-01-13 20:00:00
135,0.0,44.61009979248047,1.5628773160744933,2.8890248293553102,159501,2023-01-13 11:00:00,2023-01-13 20:30:00
136,0.0,44.61009979248047,1.5089496978634027,2.829819445159889,165736,2023-01-13 11:30:00,2023-01-13 21:00:00
137,0.0,50.70000076293945,1.5118779840147971,2.8585805047192534,167152,2023-01-13 12:00:00,2023-01-13 21:30:00
138,0.0,50.70000076293945,1.5412999209840188,2.957511445346619,167437,2023-01-13 12:30:00,2023-01-13 22:00:00
139,0.0,50.885589599609375,1.5620658844452797,3.068342500381839,169315,2023-01-13 13:00:00,2023-01-13 22:30:00
140,0.0,50.885589599609375,1.5604785285401217,3.126549041062677,171951,2023-01-13 13:30:00,2023-01-13 23:00:00
141,0.0,54.47999954223633,1.507817770733956,4.305213847062394,87431,2023-01-14 00:00:00,2023-01-14 09:30:00
142,0.0,54.13999938964844,1.4411828620326483,4.182917438255494,87099,2023-01-14 00:30:00,2023-01-14 10:00:00
143,0.0,54.13999938964844,1.394273914711036,4.119875227580135,86573,2023-01-14 01:00:00,2023-01-14 10:30:00
144,0.0,54.13999938964844,1.3525556715265,4.049492930836575,84262,2023-01-14 01:30:00,2023-01-14 11:00:00
145,0.0,54.13999938964844,1.3182244416100233,4.004591851115328,80915,2023-01-14 02:00:00,2023-01-14 11:30:00
146,0.0,54.13999938964844,1.27840444470882,3.9632533085596964,77639,2023-01-14 02:30:00,2023-01-14 12:00:00
147,0.0,54.13999938964844,1.2930925453602635,4.01672151777024,72234,2023-01-14 03:00:00,2023-01-14 12:30:00
148,0.0,54.13999938964844,1.3101717578527683,4.075683984981249,67145,2023-01-14 03:30:00,2023-01-14 13:00:00
149,0.0,54.13999938964844,1.3250728125913356,4.1109758526612294,62953,2023-01-14 04:00:00,2023-01-14 13:30:00
150,0.0,54.13999938964844,1.3365409033757623,4.135348174920309,58999,2023-01-14 04:30:00,2023-01-14 14:00:00
151,0.0,54.13999938964844,1.2495842974198756,3.96808276393972,58081,2023-01-14 05:00:00,2023-01-14 14:30:00
152,0.0,53.1639518737793,1.1637938174697102,3.7884570964748914,57193,2023-01-14 05:30:00,2023-01-14 15:00:00
153,0.0,53.1639518737793,1.1008238980483631,3.6304277837173697,55539,2023-01-14 06:00:00,2023-01-14 15:30:00
154,0.0,52.13005828857422,1.0531749735341172,3.4763189179669376,53296,2023-01-14 06:30:00,2023-01-14 16:00:00
155,0.0,51.79673767089844,1.0191735696692998,3.3194947831869883,50948,2023-01-14 07:00:00,2023-01-14 16:30:00
156,0.0,48.98999786376953,1.0358931189479192,3.2318678494082795,48012,2023-01-14 07:30:00,2023-01-14 17:00:00
157,0.0,48.98999786376953,1.007968632116421,3.1115276288680382,46478,2023-01-14 08:00:00,2023-01-14 17:30:00
158,0.0,48.98999786376953,0.9771252613868494,2.968033294028577,45923,2023-01-14 08:30:00,2023-01-14 18:00:00
159,0.0,48.98999786376953,0.9767022330477068,2.9571578116236172,45780,2023-01-14 09:00:00,2023-01-14 18:30:00
160,0.0,48.98999786376953,0.9779130753511504,2.880005650024855,46129,2023-01-14 09:30:00,2023-01-14 19:00:00
161,0.0,48.98999786376953,1.0050241952425059,2.8110005279150223,46480,2023-01-14 10:00:00,2023-01-14 19:30:00
162,0.0,48.98999786376953,1.026674853219023,2.7405941862378294,47168,2023-01-14 10:30:00,2023-01-14 20:00:00
163,0.0,48.98999786376953,1.0430950873009626,2.6804441182615233,47723,2023-01-14 11:00:00,2023-01-14 20:30:00
164,0.0,48.98999786376953,1.0538769905062475,2.6913850827622854,50464,2023-01-14 11:30:00,2023-01-14 21:00:00
165,0.0,48.98999786376953,1.078107836621495,2.7340209431738436,54267,2023-01-14 12:00:00,2023-01-14 21:30:00
166,0.0,48.98999786376953,1.116652658436548,2.8388904383017786,58395,2023-01-14 12:30:00,2023-01-14 22:00:00
167,0.0,48.98999786376953,1.1087781831431347,2.7890938521489916,63752,2023-01-14 13:00:00,2023-01-14 22:30:00
168,0.0,48.98999786376953,1.105414609805764,2.751895463855967,68989,2023-01-14 13:30:00,2023-01-14 23:00:00
169,0.0,43.939998626708984,0.7460071093930848,1.6581176137018123,99395,2023-01-15 00:00:00,2023-01-15 09:30:00
170,0.0,43.939998626708984,0.7063002901184071,1.594367523772612,99168,2023-01-15 00:30:00,2023-01-15 10:00:00
171,0.0,56.69999694824219,0.7314856034562679,1.8675085329417018,95374,2023-01-15 01:00:00,2023-01-15 10:30:00
172,0.0,56.69999694824219,0.7486469642410809,2.093210897056097,95108,2023-01-15 01:30:00,2023-01-15 11:00:00
173,0.0,56.69999694824219,0.7453489198773311,2.2028965121987616,95894,2023-01-15 02:00:00,2023-01-15 11:30:00
174,0.0,56.69999694824219,0.7621412315327847,2.3480152035194233,93765,2023-01-15 02:30:00,2023-01-15 12:00:00
175,0.0,56.69999694824219,0.788035951361147,2.454348000508823,90625,2023-01-15 03:00:00,2023-01-15 12:30:00
176,0.0,56.69999694824219,0.8098885102999361,2.5591806583742716,87519,2023-01-15 03:30:00,2023-01-15 13:00:00
177,0.0,56.69999694824219,0.8294425079473884,2.64119124927463,85621,2023-01-15 04:00:00,2023-01-15 13:30:00
178,0.0,56.69999694824219,0.8267398861300702,2.6861259945224623,85567,2023-01-15 04:30:00,2023-01-15 14:00:00
179,0.0,56.69999694824219,0.8236157789983362,2.727118139211792,85694,2023-01-15 05:00:00,2023-01-15 14:30:00
180,0.0,56.69999694824219,0.8436612699981475,2.8006612738907126,84521,2023-01-15 05:30:00,2023-01-15 15:00:00
181,0.0,56.69999694824219,0.8676170955704691,2.8720312285392717,83492,2023-01-15 06:00:00,2023-01-15 15:30:00
182,0.0,56.69999694824219,0.9116919236049607,2.969391545333763,81918,2023-01-15 06:30:00,2023-01-15 16:00:00
183,0.0,56.69999694824219,0.9399011882037231,3.0121404496811586,81158,2023-01-15 07:00:00,2023-01-15 16:30:00
184,0.0,56.69999694824219,0.9760436113842146,3.0606732137304333,80271,2023-01-15 07:30:00,2023-01-15 17:00:00
185,0.0,56.69999694824219,1.0367471064481062,3.1178988465068485,79510,2023-01-15 08:00:00,2023-01-15 17:30:00
186,0.0,56.69999694824219,1.0980587507240327,3.165285164921437,79407,2023-01-15 08:30:00,2023-01-15 18:00:00
187,0.0,56.69999694824219,1.1598980901254712,3.208271979575714,79891,2023-01-15 09:00:00,2023-01-15 18:30:00
188,0.0,56.69999694824219,1.2706943724471322,3.355698348184014,80516,2023-01-15 09:30:00,2023-01-15 19:00:00
189,0.0,56.69999694824219,1.3625096417504134,3.4297332535485276,81295,2023-01-15 10:00:00,2023-01-15 19:30:00
190,0.0,56.69999694824219,1.5089044271511447,3.672944036765646,82280,2023-01-15 10:30:00,2023-01-15 20:00:00
191,0.0,56.69999694824219,1.5587492484363263,3.6418059062612516,85335,2023-01-15 11:00:00,2023-01-15 20:30:00
192,0.0,49.86000061035156,1.5988394331745157,3.6076287694997773,88307,2023-01-15 11:30:00,2023-01-15 21:00:00
193,0.0,49.86000061035156,1.6843546196438404,3.693282670838305,90057,2023-01-15 12:00:00,2023-01-15 21:30:00
194,0.0,47.71999740600586,1.7340684013015493,3.6827765995165986,91746,2023-01-15 12:30:00,2023-01-15 22:00:00
195,0.0,47.71999740600586,1.7579815305204898,3.6666583768002052,93980,2023-01-15 13:00:00,2023-01-15 22:30:00
196,0.0,52.97999954223633,1.7923186593855334,3.7708186111624,94709,2023-01-15 13:30:00,2023-01-15 23:00:00
197,0.0,39.540000915527344,0.8966467122570192,1.9759059757363375,43252,2023-01-17 00:00:00,2023-01-17 09:30:00
198,0.0,39.540000915527344,0.7555728759992095,1.5497101270590843,41020,2023-01-17 00:30:00,2023-01-17 10:00:00
199,0.0,39.540000915527344,0.7087331150996036,1.4655444178356656,40520,2023-01-17 01:00:00,2023-01-17 10:30:00
200,0.0,39.540000915527344,0.6530208615464856,1.351363149248684,39722,2023-01-17 01:30:00,2023-01-17 11:00:00
201,0.0,49.46999740600586,0.6971365480630904,1.9361372456132417,39188,2023-01-17 02:00:00,2023-01-17 11:30:00
202,0.0,49.46999740600586,0.7438764948404911,2.3938644789304413,38546,2023-01-17 02:30:00,2023-01-17 12:00:00
203,0.0,49.46999740600586,0.8102105397635649,2.743258247639098,36714,2023-01-17 03:00:00,2023-01-17 12:30:00
204,0.0,49.46999740600586,0.888879360930363,3.088263788646605,34914,2023-01-17 03:30:00,2023-01-17 13:00:00
205,0.0,49.46999740600586,0.9676804984331686,3.3961139673642347,33585,2023-01-17 04:00:00,2023-01-17 13:30:00
206,0.0,49.46999740600586,1.0333205744715954,3.6021631177683604,33978,2023-01-17 04:30:00,2023-01-17 14:00:00
207,0.0,49.46999740600586,1.1000743394037096,3.781563053125411,34592,2023-01-17 05:00:00,2023-01-17 14:30:00
208,0.0,49.46999740600586,1.196158958881848,4.064173870112731,33746,2023-01-17 05:30:00,2023-01-17 15:00:00
209,0.0,49.46999740600586,1.2937631361559623,4.344283763046526,32778,2023-01-17 06:00:00,2023-01-17 15:30:00
210,0.0,49.46999740600586,1.4025090605008366,4.6307406245800244,31666,2023-01-17 06:30:00,2023-01-17 16:00:00
211,0.0,49.46999740600586,1.5391519703194656,4.790081383096152,32447,2023-01-17 07:00:00,2023-01-17 16:30:00
212,0.0,49.46999740600586,1.6703183291927597,4.933848749115925,33263,2023-01-17 07:30:00,2023-01-17 17:00:00
213,0.0,62.97999954223633,1.807260666674545,5.072959753388169,33497,2023-01-17 08:00:00,2023-01-17 17:30:00
214,0.0,62.97999954223633,1.9510101177377355,5.219261056362157,33489,2023-01-17 08:30:00,2023-01-17 18:00:00
215,0.0,62.97999954223633,2.0892976560011784,5.348286844170054,33644,2023-01-17 09:00:00,2023-01-17 18:30:00
216,0.0,62.97999954223633,2.178766317479743,5.404328588178426,34738,2023-01-17 09:30:00,2023-01-17 19:00:00
217,0.0,62.97999954223633,2.271222511750979,5.443555993114015,35753,2023-01-17 10:00:00,2023-01-17 19:30:00
218,0.0,62.97999954223633,2.396739522281567,5.528133357233906,35998,2023-01-17 10:30:00,2023-01-17 20:00:00
219,0.0,62.97999954223633,2.5189683668344123,5.604565992802358,36308,2023-01-17 11:00:00,2023-01-17 20:30:00
220,0.0,62.97999954223633,2.630834094676932,5.6636106798892785,36878,2023-01-17 11:30:00,2023-01-17 21:00:00
221,0.0,62.97999954223633,2.68702133878986,5.579900817431003,37157,2023-01-17 12:00:00,2023-01-17 21:30:00
222,0.0,62.97999954223633,2.7373818684796762,5.4912359622768445,37522,2023-01-17 12:30:00,2023-01-17 22:00:00
223,0.0,62.97999954223633,2.785059668157695,5.443485959249498,37964,2023-01-17 13:00:00,2023-01-17 22:30:00
224,0.0,62.97999954223633,2.829706210293049,5.3920522473509065,38331,2023-01-17 13:30:00,2023-01-17 23:00:00
225,0.0,62.97999954223633,1.9899686491398039,3.660712531136189,44436,2023-01-18 00:00:00,2023-01-18 09:30:00
226,0.0,55.57999801635742,1.9466884849073696,3.578816019484565,45499,2023-01-18 00:30:00,2023-01-18 10:00:00
227,0.0,42.02000045776367,1.9444072026642325,3.5611155737194853,46768,2023-01-18 01:00:00,2023-01-18 10:30:00
228,0.0,42.02000045776367,1.9570449419128564,3.556107769026607,47664,2023-01-18 01:30:00,2023-01-18 11:00:00
229,0.0,42.02000045776367,1.9714532974389876,3.5592623043043385,48449,2023-01-18 02:00:00,2023-01-18 11:30:00
230,0.0,42.02000045776367,1.9697189479187232,3.521536004524025,49151,2023-01-18 02:30:00,2023-01-18 12:00:00
231,0.0,42.02000045776367,1.9676251575845458,3.484965312167457,49846,2023-01-18 03:00:00,2023-01-18 12:30:00
232,0.0,42.02000045776367,1.9404089077442983,3.4341036377387155,50734,2023-01-18 03:30:00,2023-01-18 13:00:00
